results;;q;I(q);Fit
0;;0.123218778035669;2323.496172;1783.29907895882
0;;0.134484430330948;2223.154848;1758.71759442106
213.113444309645;;0.145739577021515;2149.018653;1743.02797820719
5786.33248646732;;0.156983899770614;2095.005817;1734.8384613891
-0.623569122964793;;0.16821612520082;2057.512424;1733.54784468214
0;;0.179435457365942;2034.737738;1739.15529451311
;;0.190641259613451;2026.545085;1752.49230398036
;;0.201832417725642;2034.687931;1775.93723638278
;;0.213008294905333;2063.670864;1813.48630089956
;;0.224167936196142;2122.514106;1873.09060223653
;;0.235310545782136;2231.105184;1970.27335276153
;;0.24643516853263;2442.572329;2141.95233502083
;;0.257541167595122;2902.700156;2508.21324102159
;;0.268627429069643;3816.525832;3397.47267932135
;;0.279693315932238;4843.479138;4821.60561826079
;;0.290737714118951;4835.393812;5141.17482366011
;;0.301760146079812;3755.620778;3799.76211456405
;;0.312759497624586;2743.170973;2601.31129844328
;;0.323735131979021;2200.519499;2061.31624043505
;;0.33468609413098;1946.544065;1838.87803781863
;;0.345611428963204;1818.464814;1733.24752609851
;;0.356510659041201;1746.291038;1676.280152612
;;0.367382670083742;1702.347899;1643.28142436835
;;0.378226666207615;1674.452391;1623.57301677867
;;0.389041851617939;1656.747308;1612.0060943156
;;0.399827271075224;1646.365637;1606.08580682787
;;0.410582447296387;1642.305081;1604.86493456854
;;0.421306265796524;1645.387648;1608.83117397725
;;0.431998090043932;1659.567597;1620.96370439768
;;0.442656965060687;1696.304884;1651.1715454465
;;0.453282094763408;1781.196039;1727.99455106872
;;0.463872683337787;1933.917313;1892.36097449403
;;0.474428094098678;2074.537986;2060.7362618398
;;0.484947212879189;2080.128151;2057.91624436144
;;0.49542940294955;1999.09064;1963.59622646295
;;0.505874027461083;1918.105783;1882.72720337541
;;0.516279972417444;1858.670057;1827.88787955971
;;0.526646760090737;1817.269178;1791.34443689369
;;0.53697327644932;1788.822487;1767.44041688528
;;0.5472588846414;1769.874121;1752.905903286
;;0.557502947960469;1757.633503;1744.954252271
;;0.567704511423778;1748.761899;1739.40619463072
;;0.57786277911573;1738.989238;1730.41622727001
;;0.587977114358548;1724.582559;1713.65251935511
;;0.598046721284598;1704.637626;1689.89790925925
;;0.608070644752534;1681.517709;1663.9182797398
;;0.618048407317708;1658.723779;1640.12428698205
;;0.62797889477568;1638.670575;1620.36190669033
;;0.637861788686287;1622.149424;1604.58307143126
;;0.64769597497312;1608.920664;1592.02274459945
;;0.657480816747517;1598.394794;1581.91293259803
;;0.667215677383437;1589.992557;1573.63333964387
;;0.676899760995567;1583.252597;1566.76336301905
;;0.686532112510113;1577.829976;1561.0003931934
;;0.696112413648854;1573.499072;1556.14661961062
;;0.705639550199084;1570.109812;1552.07229366065
;;0.715112885305435;1567.576312;1548.70368050233
;;0.724531941532995;1565.875008;1546.01692390154
;;0.733895763906016;1565.049443;1544.03761695322
;;0.743203715600856;1565.227155;1542.85341390004
;;0.752455000839011;1566.668144;1542.65536751176
;;0.761648982764575;1569.861239;1543.82102560386
;;0.770785024924846;1575.708189;1547.08738346023
;;0.779862331143755;1585.858478;1554.00822150368
;;0.788880264957231;1603.096126;1567.82859976742
;;0.797838030332872;1630.869246;1594.45293194866
;;0.806735149908622;1669.54084;1639.12417676535
;;0.815570827610731;1709.40716;1691.40743453294
;;0.824344267744193;1733.060536;1720.68451520819
;;0.833055151783865;1733.257567;1715.02895239335
;;0.841702365614105;1718.465168;1692.45543951111
;;0.85028559086481;1699.539373;1669.03923365785
;;0.858804031695197;1681.962832;1649.63835564051
;;0.867257210470883;1667.164242;1634.24623190209
;;0.875644172252595;1655.026057;1621.95626435727
;;0.883964598600232;1645.097535;1611.98535812806
;;0.892217534454628;1636.981433;1603.82163455165
;;0.900402661603631;1630.429451;1597.19872195281
;;0.908519184013312;1625.37086;1592.09075066974
