results;;q;I(q);Fit
0;;0.123218778035669;2323.496172;1835.2309754283
0;;0.134484430330948;2223.154848;1810.49973622214
208.129672216749;;0.145739577021515;2149.018653;1794.71453614435
5818.57015222444;;0.156983899770614;2095.005817;1786.47512736902
-0.610654504493692;;0.16821612520082;2057.512424;1785.17664800117
0;;0.179435457365942;2034.737738;1790.81825938933
;;0.190641259613451;2026.545085;1804.23652023207
;;0.201832417725642;2034.687931;1827.82428323009
;;0.213008294905333;2063.670864;1865.60210316222
;;0.224167936196142;2122.514106;1925.56952424355
;;0.235310545782136;2231.105184;2023.34432894477
;;0.24643516853263;2442.572329;2196.0692093482
;;0.257541167595122;2902.700156;2564.56144033011
;;0.268627429069643;3816.525832;3459.23840140364
;;0.279693315932238;4843.479138;4892.04740527679
;;0.290737714118951;4835.393812;5213.56348171674
;;0.301760146079812;3755.620778;3863.97865367815
;;0.312759497624586;2743.170973;2658.22666726898
;;0.323735131979021;2200.519499;2114.94186568482
;;0.33468609413098;1946.544065;1891.14853094775
;;0.345611428963204;1818.464814;1784.87449982463
;;0.356510659041201;1746.291038;1727.5600712157
;;0.367382670083742;1702.347899;1694.36030899471
;;0.378226666207615;1674.452391;1674.53183436682
;;0.389041851617939;1656.747308;1662.89444420539
;;0.399827271075224;1646.365637;1656.93808929919
;;0.410582447296387;1642.305081;1655.70977927424
;;0.421306265796524;1645.387648;1659.70018170153
;;0.431998090043932;1659.567597;1671.90662560213
;;0.442656965060687;1696.304884;1702.29849805931
;;0.453282094763408;1781.196039;1779.58952275963
;;0.463872683337787;1933.917313;1944.95729495202
;;0.474428094098678;2074.537986;2114.35835375936
;;0.484947212879189;2080.128151;2111.52115624527
;;0.49542940294955;1999.09064;2016.62652443438
;;0.505874027461083;1918.105783;1935.2648332284
;;0.516279972417444;1858.670057;1880.09141873806
;;0.526646760090737;1817.269178;1843.32534707948
;;0.53697327644932;1788.822487;1819.27569963412
;;0.5472588846414;1769.874121;1804.65263925643
;;0.557502947960469;1757.633503;1796.65254540393
;;0.567704511423778;1748.761899;1791.07068803399
;;0.57786277911573;1738.989238;1782.02595223247
;;0.587977114358548;1724.582559;1765.16011690065
;;0.598046721284598;1704.637626;1741.26078959896
;;0.608070644752534;1681.517709;1715.12288766932
;;0.618048407317708;1658.723779;1691.18393777973
;;0.62797889477568;1638.670575;1671.30116163874
;;0.637861788686287;1622.149424;1655.42619897784
;;0.64769597497312;1608.920664;1642.7893524559
;;0.657480816747517;1598.394794;1632.61794972584
;;0.667215677383437;1589.992557;1624.287916055
;;0.676899760995567;1583.252597;1617.37608634072
;;0.686532112510113;1577.829976;1611.57800750309
;;0.696112413648854;1573.499072;1606.69466388957
;;0.705639550199084;1570.109812;1602.59551643907
;;0.715112885305435;1567.576312;1599.20638110497
;;0.724531941532995;1565.875008;1596.50325631685
;;0.733895763906016;1565.049443;1594.51189108722
;;0.743203715600856;1565.227155;1593.32047366359
;;0.752455000839011;1566.668144;1593.12122074236
;;0.761648982764575;1569.861239;1594.29398022578
;;0.770785024924846;1575.708189;1597.58023730089
;;0.779862331143755;1585.858478;1604.54323829037
;;0.788880264957231;1603.096126;1618.44781269616
;;0.797838030332872;1630.869246;1645.23434492805
;;0.806735149908622;1669.54084;1690.17773471808
;;0.815570827610731;1709.40716;1742.7795111625
;;0.824344267744193;1733.060536;1772.23495289244
;;0.833055151783865;1733.257567;1766.54493540776
;;0.841702365614105;1718.465168;1743.83390076881
;;0.85028559086481;1699.539373;1720.27503932707
;;0.858804031695197;1681.962832;1700.75596779503
;;0.867257210470883;1667.164242;1685.27007256845
;;0.875644172252595;1655.026057;1672.90523240919
;;0.883964598600232;1645.097535;1662.8735816894
;;0.892217534454628;1636.981433;1654.66012329266
;;0.900402661603631;1630.429451;1647.99686276127
;;0.908519184013312;1625.37086;1642.85777283097
;;0.91656646509979;1621.887372;1639.47432018152
;;0.924544027200542;1620.09011;1638.30880405929
;;0.932451074611752;1619.796073;1639.62773855116
;;0.940287129647342;1620.130275;1642.40708844842
;;0.94805171483683;1619.680463;1643.98264194048
;;0.95574403428099;1617.46918;1642.41257291236
;;0.963363451354479;1613.631006;1638.35626182474
;;0.970909647702629;1608.968012;1633.51952410999
;;0.978381827290003;1604.213339;1628.97435169236
;;0.985779671944263;1599.759624;1625.06775290268
;;0.993102226587595;1595.744544;1621.8147206869
;;1.00034917276116;1592.175807;1619.13995699386
;;1.00752003325343;1589.017757;1616.95587941183
;;1.01461417044282;1586.220792;1615.19173269743
;;1.02163094918845;1583.73987;1613.79001186784
;;1.02857004924314;1581.535203;1612.70564580154
;;1.03543067676919;1579.572458;1611.90189680509
;;1.04221251146201;1577.823761;1611.3497810655
;;1.04891507712188;1576.265873;1611.02333886668
;;1.05553773690276;1574.878464;1610.90425019385
;;1.06207985353569;1573.646408;1610.97428793789
;;1.06854126838208;1572.554229;1611.21884264815
;;1.07492118522337;1571.590312;1611.62516453183
;;1.08121928578377;1570.744247;1612.18201418148
;;1.08743509253851;1570.008476;1612.87983377467
;;1.09356796821699;1569.374323;1613.70940761523
;;1.09961775533231;1568.836211;1614.6622937835
;;1.10558365611981;1568.389286;1615.73405478574
;;1.11146535350755;1568.027818;1616.91415152637
;;1.11726252845727;1567.749744;1618.20000662965
;;1.12297454432082;1567.550762;1619.58422909848
;;1.12860092385325;1567.429487;1621.06440330161
;;1.13414150766779;1567.384328;1622.63459740461
;;1.13959565934895;1567.414625;1624.2911307168
;;1.14496305998181;1567.518825;1626.03164466424
;;1.15024323274397;1567.698889;1627.85194999215
;;1.15543585868039;1567.954932;1629.75359644501
;;1.16054046073094;1568.289497;1631.73290072764
;;1.16555672019692;1568.705465;1633.79134262245
;;1.1704841597022;1569.20861;1635.93011877108
;;1.17532262007835;1569.803169;1638.15144747579
;;1.18007130542134;1570.494766;1640.46130559962
;;1.184730374605;1571.294761;1642.86704767002
;;1.18929903246188;1572.211519;1645.37937279116
;;1.19377727837213;1573.258882;1648.01168625902
;;1.19816447601035;1574.450273;1650.78202303808
;;1.20246046589132;1575.800968;1653.7149666459
;;1.20666492985824;1577.325617;1656.83976177771
;;1.21077754983655;1579.038732;1660.18883495091
;;1.21479784761657;1580.95195;1663.80424329949
;;1.21872566443213;1583.066586;1667.72174143078
