Parameter;Value;1-sigma errorCount;2-sigma errorCount;3-sigma errorCount;;s;I;Ifit;abwAbs;abwRel
La;16.6684724798023;277.837974809927;555.675949619854;833.51392442978;;0.224167936196142;3083.893799;3083.8777783706;0.0160206294044656;5.19493550966655e-06
lm;13.3347779838418;444.540759695883;889.081519391766;1333.62227908765;;0.229741469447832;3184.545011;3184.54953683995;-0.00452583995365785;-1.4211888787958e-06
kapa;0.25;0;0;0;;0.235310545782136;3294.193596;3294.22678334151;-0.0331873415138944;-1.00744963969915e-05
Nm;2.66657509507255;12.2212943204051;24.4425886408103;36.6638829612154;;0.240875165232284;3407.282674;3407.27134996085;0.0113240391533509;3.3234809778952e-06
N;2.99989144625895;6.66614611004365;13.3322922200873;19.998438330131;;0.24643516853263;3516.636612;3516.6328865662;0.00372543379717172;1.05937411458984e-06
Lc;10.497870075587;53.3265371521996;106.653074304399;159.979611456599;;0.251990555699392;3614.24294;3614.23086992995;0.0120700700481393;3.33958459586541e-06
kapc;0.124997924042087;0.156244810148315;0.312489620296629;0.468734430444944;;0.257541167595122;3691.796106;3691.79417610325;0.00192989674542332;5.22752798370095e-07
0.263086845133231;3741.76547816808;;;;;0.263086845133231;3741.767961;3741.76547816808;0.00248283191740484;6.63545132483654e-07
0.268627429069643;3758.26585822662;;;;;0.268627429069643;3758.256147;3758.26585822662;-0.00971122661667323;-2.58397145825868e-06
0.274162919343727;3737.92481790166;;;;;0.274162919343727;3737.90731;3737.92481790166;-0.0175079016635209;-4.68387795938174e-06
0.279693315932238;3680.43996334185;;;;;0.279693315932238;3680.42088;3680.43996334185;-0.0190833418464535;-5.18509770177522e-06
0.285218141438538;3588.54903251097;;;;;0.285218141438538;3588.540881;3588.54903251097;-0.00815151097231137;-2.27153911370234e-06
0.290737714118951;3467.8004843328;;;;;0.290737714118951;3467.783898;3467.8004843328;-0.0165863328047635;-4.78297762854527e-06
0.296251715733432;3325.60721929225;;;;;0.296251715733432;3325.572877;3325.60721929225;-0.0343422922483114;-1.03267297149992e-05
0.301760146079812;3170.38704430049;;;;;0.301760146079812;3170.379116;3170.38704430049;-0.00792830049294935;-2.50074208883647e-06
0.307262846256027;3010.50132061833;;;;;0.307262846256027;3010.50305;3010.50132061833;0.00172938167088432;5.74449400037752e-07
0.312759497624586;2853.44897854312;;;;;0.312759497624586;2853.425336;2853.44897854312;-0.0236425431198768;-8.28567084675132e-06
0.318250418761581;2705.15360429773;;;;;0.318250418761581;2705.136313;2705.15360429773;-0.0172912977341184;-6.39202455381716e-06
0.323735131979021;2569.78295864977;;;;;0.323735131979021;2569.748622;2569.78295864977;-0.0343366497745592;-1.33618710719788e-05
0.329213796545341;2449.76742115994;;;;;0.329213796545341;2449.7374;2449.76742115994;-0.0300211599378599;-1.22548481881609e-05
0.33468609413098;2345.93101873695;;;;;0.33468609413098;2345.925758;2345.93101873695;-0.00526073695255036;-2.24249933511765e-06
0.340152024638723;2257.96842151677;;;;;0.340152024638723;2257.960628;2257.96842151677;-0.00779351676737861;-3.45157336701737e-06
0.345611428963204;2184.69359639341;;;;;0.345611428963204;2184.683857;2184.69359639341;-0.00973939340747165;-4.45803331052473e-06
0.351064466273022;2124.4312499309;;;;;0.351064466273022;2124.424798;2124.4312499309;-0.00645193089667373;-3.03702484679513e-06
0.356510659041201;2075.33910394623;;;;;0.356510659041201;2075.34243;2075.33910394623;0.00332605376706852;1.6026529978807e-06
0.361950007193063;2035.60831069827;;;;;0.361950007193063;2035.614426;2035.60831069827;0.00611530173023311;3.00415523299751e-06
0.367382670083742;2003.55473231257;;;;;0.367382670083742;2003.551028;2003.55473231257;-0.00370431257124437;-1.84887358468834e-06
0.372808170037641;1977.73104167476;;;;;0.372808170037641;1977.735908;1977.73104167476;0.00486632524143715;2.46055361676588e-06
0.378226666207615;1956.94740666666;;;;;0.378226666207615;1956.950456;1956.94740666666;0.00304933333836743;1.55820671341893e-06
0.383637840370879;1940.24074266088;;;;;0.383637840370879;1940.254724;1940.24074266088;0.0139813391208463;7.20592968949077e-06
0.389041851617939;1926.92007395616;;;;;0.389041851617939;1926.921876;1926.92007395616;0.00180204384105309;9.35192995366197e-07
0.394438381522139;1916.43940830073;;;;;0.394438381522139;1916.453713;1916.43940830073;0.0143046992675409;7.46415067084944e-06
0.399827271075224;1908.52420041692;;;;;0.399827271075224;1908.535173;1908.52420041692;0.010972583083003;5.74921711594936e-06
0.405208838556983;1902.97016558854;;;;;0.405208838556983;1902.989022;1902.97016558854;0.0188564114612291;9.90883880213423e-06
0.410582447296387;1899.82548356578;;;;;0.410582447296387;1899.844115;1899.82548356578;0.0186314342156493;9.80682260641646e-06
0.415948415467429;1899.2460251104;;;;;0.415948415467429;1899.267022;1899.2460251104;0.0209968895971997;1.10552593995389e-05
0.421306265796524;1901.55669609721;;;;;0.421306265796524;1901.570578;1901.55669609721;0.0138819027861246;7.30023010806415e-06
0.426656316507676;1907.24207426848;;;;;0.426656316507676;1907.265035;1907.24207426848;0.022960731520925;1.20385636498207e-05
0.431998090043932;1916.924906896;;;;;0.431998090043932;1916.945067;1916.924906896;0.0201601039957495;1.05167875401353e-05
0.437331745733121;1931.10967327075;;;;;0.437331745733121;1931.133687;1931.10967327075;0.0240137292453255;1.2435042383125e-05
0.442656965060687;1950.48290616131;;;;;0.442656965060687;1950.499945;1950.48290616131;0.0170388386943614;8.73562633930831e-06
0.447973748046989;1975.14042171897;;;;;0.447973748046989;1975.15291;1975.14042171897;0.0124882810348481;6.32269075048378e-06
0.453282094763408;2004.30493841711;;;;;0.453282094763408;2004.315082;2004.30493841711;0.0101435828939884;5.06087240727974e-06
0.458581845944739;2036.00795916226;;;;;0.458581845944739;2036.007018;2036.00795916226;-0.000941162258868644;-4.62258848102185e-07
0.463872683337787;2067.00566918114;;;;;0.463872683337787;2066.999819;2067.00566918114;-0.00585018113633851;-2.83027655956389e-06
0.469154925225927;2093.32921169417;;;;;0.469154925225927;2093.321695;2093.32921169417;-0.00751669416877121;-3.59079743296274e-06
0.474428094098678;2111.31008632252;;;;;0.474428094098678;2111.308673;2111.31008632252;-0.00141332251632775;-6.69405916056573e-07
0.479692190051197;2118.74733757374;;;;;0.479692190051197;2118.750674;2118.74733757374;0.00333642625628272;1.57471395630703e-06
0.484947212879189;2115.52217933456;;;;;0.484947212879189;2115.524007;2115.52217933456;0.00182766543593971;8.63930368973453e-07
0.490193003591772;2103.36094169024;;;;;0.490193003591772;2103.379108;2103.36094169024;0.0181663097591809;8.636726346709e-06
0.49542940294955;2085.04333647625;;;;;0.49542940294955;2085.062431;2085.04333647625;0.019094523752301;9.15777075468347e-06
0.500656570100094;2063.41181679134;;;;;0.500656570100094;2063.445239;2063.41181679134;0.0334222086589762;1.61972840506169e-05
0.505874027461083;2040.80578722841;;;;;0.505874027461083;2040.841305;2040.80578722841;0.035517771588502;1.74034950691583e-05
0.511081934351649;2018.77750824696;;;;;0.511081934351649;2018.815336;2018.77750824696;0.0378277530444393;1.87375994078734e-05
0.516279972417444;1998.21536836298;;;;;0.516279972417444;1998.251423;1998.21536836298;0.0360546370209249;1.80430933795086e-05
0.521468300695842;1979.46614094728;;;;;0.521468300695842;1979.500867;1979.46614094728;0.0347260527237268;1.75428327931754e-05
0.526646760090737;1962.53767709203;;;;;0.526646760090737;1962.576646;1962.53767709203;0.0389689079711388;1.98559929114426e-05
0.531815032314615;1947.25198415202;;;;;0.531815032314615;1947.297391;1947.25198415202;0.0454068479834859;2.33178805627465e-05
0.53697327644932;1933.33733282679;;;;;0.53697327644932;1933.379139;1933.33733282679;0.0418061732098067;2.16233703811608e-05
0.542121333299245;1920.46490348838;;;;;0.542121333299245;1920.514193;1920.46490348838;0.0492895116203727;2.566474738902e-05
0.5472588846414;1908.33905192768;;;;;0.5472588846414;1908.395814;1908.33905192768;0.056762072319998;2.97433435472826e-05
0.552386248655115;1896.68252634364;;;;;0.552386248655115;1896.741439;1896.68252634364;0.0589126563615991;3.10599300201187e-05
0.557502947960469;1885.25945149052;;;;;0.557502947960469;1885.325807;1885.25945149052;0.0663555094802177;3.51957784876477e-05
0.562609141619755;1873.89457230252;;;;;0.562609141619755;1873.965814;1873.89457230252;0.0712416974829466;3.8016540617078e-05
0.567704511423778;1862.47395116544;;;;;0.567704511423778;1862.551238;1862.47395116544;0.0772868345616189;4.14951454675734e-05
0.572789057209834;1850.93363129261;;;;;0.572789057209834;1851.013279;1850.93363129261;0.0796477073881761;4.30292468950873e-05
0.57786277911573;1839.26908090411;;;;;0.57786277911573;1839.352162;1839.26908090411;0.0830810958891561;4.51686727564007e-05
0.582925517873812;1827.52078985722;;;;;0.582925517873812;1827.605592;1827.52078985722;0.0848021427818821;4.64006802961687e-05
0.587977114358548;1815.76506455162;;;;;0.587977114358548;1815.847427;1815.76506455162;0.0823624483800813;4.53575818956079e-05
0.59301756857933;1804.09156556639;;;;;0.59301756857933;1804.174552;1804.09156556639;0.082986433610813;4.59968984258309e-05
0.598046721284598;1792.6130101188;;;;;0.598046721284598;1792.696406;1792.6130101188;0.0833958812040692;4.65198016378849e-05
0.603064413302678;1781.43403696669;;;;;0.603064413302678;1781.512227;1781.43403696669;0.0781900333065551;4.38896978204995e-05
0.608070644752534;1770.64980391131;;;;;0.608070644752534;1770.724328;1770.64980391131;0.0745240886944885;4.20867819547394e-05
0.61306525637554;1760.34299998451;;;;;0.61306525637554;1760.413909;1760.34299998451;0.0709090154855403;4.02797405331909e-05
0.618048407317708;1750.57719793529;;;;;0.618048407317708;1750.641049;1750.57719793529;0.0638510647088424;3.64729621445329e-05
0.623019620177313;1741.38921866526;;;;;0.623019620177313;1741.448124;1741.38921866526;0.0589053347380286;3.38254892156803e-05
0.62797889477568;1732.80512470458;;;;;0.62797889477568;1732.861903;1732.80512470458;0.0567782954183258;3.27656204571345e-05
0.632926390447786;1724.82960359409;;;;;0.632926390447786;1724.879549;1724.82960359409;0.0499454059061009;2.89558803888983e-05
0.637861788686287;1717.44393441578;;;;;0.637861788686287;1717.492461;1717.44393441578;0.0485265842162335;2.82543215287124e-05
0.642784930523563;1710.64043120989;;;;;0.642784930523563;1710.682127;1710.64043120989;0.0416957901109072;2.43737801738939e-05
0.64769597497312;1704.38388966602;;;;;0.64769597497312;1704.419917;1704.38388966602;0.0360273339806554;2.11375926913998e-05
0.652594603676149;1698.63630779491;;;;;0.652594603676149;1698.672893;1698.63630779491;0.0365852050902049;2.15375221686103e-05
0.657480816747517;1693.37045885837;;;;;0.657480816747517;1693.402794;1693.37045885837;0.032335141633439;1.90947728136552e-05
0.662354614078564;1688.54544688468;;;;;0.662354614078564;1688.575228;1688.54544688468;0.0297811153225211;1.76368306420051e-05
0.667215677383437;1684.1285161882;;;;;0.667215677383437;1684.157087;1684.1285161882;0.0285708117974082;1.69644577800647e-05
0.672064165786292;1680.08897786566;;;;;0.672064165786292;1680.115467;1680.08897786566;0.0264891343356339;1.57662582458887e-05
0.676899760995567;1676.3959046382;;;;;0.676899760995567;1676.421534;1676.3959046382;0.0256293617974279;1.52881368305234e-05
0.68172246295884;1673.02638886397;;;;;0.68172246295884;1673.050632;1673.02638886397;0.0242431360250066;1.44903779726175e-05
0.686532112510113;1669.95722462493;;;;;0.686532112510113;1669.98159;1669.95722462493;0.0243653750701469;1.45902057939135e-05
0.691328868897289;1667.17533520761;;;;;0.691328868897289;1667.197023;1667.17533520761;0.0216877923944594;1.30085359410214e-05
0.696112413648854;1664.6612525507;;;;;0.696112413648854;1664.683193;1664.6612525507;0.0219404493013826;1.31799548368376e-05
0.700882587730433;1662.40862325853;;;;;0.700882587730433;1662.428906;1662.40862325853;0.0202827414739204;1.22006669883544e-05
0.705639550199084;1660.41079817212;;;;;0.705639550199084;1660.43142;1660.41079817212;0.0206218278833603;1.24195601426046e-05
0.710382982735262;1658.66558551337;;;;;0.710382982735262;1658.683127;1658.66558551337;0.017541486627124;1.05755501708458e-05
0.715112885305435;1657.17139767401;;;;;0.715112885305435;1657.189909;1657.17139767401;0.0185113259883565;1.11703105889215e-05
0.719829257955474;1655.9346449823;;;;;0.719829257955474;1655.953164;1655.9346449823;0.0185190176964625;1.11832979936034e-05
0.724531941532995;1654.96506877848;;;;;0.724531941532995;1654.982935;1654.96506877848;0.0178662215241729;1.07954113280165e-05
0.729220776915018;1654.2742051701;;;;;0.729220776915018;1654.291719;1654.2742051701;0.0175138299014179;1.05869053808749e-05
0.733895763906016;1653.88212321258;;;;;0.733895763906016;1653.899947;1653.88212321258;0.0178237874183651;1.07768232598928e-05
0.738556743496573;1653.81257562781;;;;;0.738556743496573;1653.828314;1653.81257562781;0.0157383721930273;9.51632769846708e-06
0.743203715600856;1654.0904904221;;;;;0.743203715600856;1654.105593;1654.0904904221;0.0151025778995972;9.13035900701246e-06
0.747836361970102;1654.75128784184;;;;;0.747836361970102;1654.765575;1654.75128784184;0.0142871581638246;8.63394693464338e-06
0.752455000839011;1655.83642666709;;;;;0.752455000839011;1655.849361;1655.83642666709;0.0129343329099356;7.81129806525657e-06
0.757059154692793;1657.3893054424;;;;;0.757059154692793;1657.401204;1657.3893054424;0.0118985576025352;7.17904486482756e-06
0.761648982764575;1659.45886903849;;;;;0.761648982764575;1659.470837;1659.45886903849;0.0119679615138466;7.21191433257263e-06
0.766224325965976;1662.09627160752;;;;;0.766224325965976;1662.109309;1662.09627160752;0.0130373924782816;7.84388391767416e-06
0.770785024924846;1665.35031898482;;;;;0.770785024924846;1665.361544;1665.35031898482;0.0112250151812532;6.74028724975361e-06
0.775331079662131;1669.25878063987;;;;;0.775331079662131;1669.269059;1669.25878063987;0.0102783601303145;6.15740169321288e-06
0.779862331143755;1673.84084047361;;;;;0.779862331143755;1673.849945;1673.84084047361;0.00910452638754577;5.43927274648611e-06
0.784378779344214;1679.08536228919;;;;;0.784378779344214;1679.093406;1679.08536228919;0.00804371081358113;4.79050824977222e-06
0.788880264957231;1684.93899952877;;;;;0.788880264957231;1684.94652;1684.93899952877;0.00752047123228294;4.46332933598566e-06
0.793366628946414;1691.29083376722;;;;;0.793366628946414;1691.297276;1691.29083376722;0.00644223278368372;3.80904816385675e-06
0.797838030332872;1697.96748576216;;;;;0.797838030332872;1697.973309;1697.96748576216;0.00582323783964966;3.42952260131768e-06
0.802294150994992;1704.73034938749;;;;;0.802294150994992;1704.736071;1704.73034938749;0.00572161251170655;3.35630401036229e-06
0.806735149908622;1711.29066283211;;;;;0.806735149908622;1711.296903;1711.29066283211;0.00624016788538029;3.64645543063914e-06
0.811160708774231;1717.332766189;;;;;0.811160708774231;1717.339844;1717.332766189;0.00707781100345528;4.12138053407633e-06
0.815570827610731;1722.54890600379;;;;;0.815570827610731;1722.556641;1722.54890600379;0.00773499620868279;4.49041617824095e-06
0.819965347228773;1726.67964226938;;;;;0.819965347228773;1726.688452;1726.67964226938;0.00880973062112389;5.1020962182956e-06
0.824344267744193;1729.54677827355;;;;;0.824344267744193;1729.557888;1729.54677827355;0.0111097264534692;6.42344874985138e-06
0.82870758890281;1731.07148110645;;;;;0.82870758890281;1731.085347;1731.07148110645;0.013865893547063;8.00994218516889e-06
0.833055151783865;1731.27753695548;;;;;0.833055151783865;1731.294173;1731.27753695548;0.0166360445152804;9.60902241497953e-06
0.837386637873353;1730.27688570494;;;;;0.837386637873353;1730.294727;1730.27688570494;0.0178412950551774;1.0311130685875e-05
0.841702365614105;1728.2407460891;;;;;0.841702365614105;1728.261661;1728.2407460891;0.0209149109018654;1.21017039108324e-05
0.84600201658557;1725.37321631569;;;;;0.84600201658557;1725.39574;1725.37321631569;0.022523684305952;1.30542134675445e-05
0.85028559086481;1721.88467492375;;;;;0.85028559086481;1721.909099;1721.88467492375;0.0244240762549452;1.4184300593527e-05
0.854552929195541;1717.9692483816;;;;;0.854552929195541;1717.99471;1717.9692483816;0.0254616183985945;1.48205452847957e-05
0.858804031695197;1713.79715947314;;;;;0.858804031695197;1713.822963;1713.79715947314;0.0258035268616368;1.50561215590602e-05
0.863038898220686;1709.50547191754;;;;;0.863038898220686;1709.532261;1709.50547191754;0.0267890824641199;1.56704164497308e-05
0.867257210470883;1705.20230543627;;;;;0.867257210470883;1705.229979;1705.20230543627;0.0276735637251022;1.62286401634405e-05
0.871458968516475;1700.96858802939;;;;;0.871458968516475;1700.996206;1700.96858802939;0.0276179706115727;1.62363505069292e-05
0.875644172252595;1696.86200047539;;;;;0.875644172252595;1696.889384;1696.86200047539;0.0273835246057388;1.61374836002503e-05
0.879812662572537;1692.92335176378;;;;;0.879812662572537;1692.94899;1692.92335176378;0.0256382362235854;1.5144128012732e-05
0.883964598600232;1689.17710802305;;;;;0.883964598600232;1689.202919;1689.17710802305;0.0258109769522434;1.52799741593647e-05
0.888099502801337;1685.64123206287;;;;;0.888099502801337;1685.666202;1685.64123206287;0.0249699371295264;1.48130971006598e-05
0.892217534454628;1682.3251568549;;;;;0.892217534454628;1682.349341;1682.3251568549;0.0241841451043001;1.43752219083849e-05
0.896318693551932;1679.23339344819;;;;;0.896318693551932;1679.256167;1679.23339344819;0.0227735518062673;1.35616901422207e-05
0.900402661603631;1676.36629888088;;;;;0.900402661603631;1676.38686;1676.36629888088;0.0205611191240678;1.22651397566238e-05
0.904469438735102;1673.71894127287;;;;;0.904469438735102;1673.738851;1673.71894127287;0.0199097271324717;1.1895360569886e-05
0.908519184013312;1671.28587445037;;;;;0.908519184013312;1671.304327;1671.28587445037;0.0184525496347305;1.1040807671367e-05
0.912551420024611;1669.05705830852;;;;;0.912551420024611;1669.073852;1669.05705830852;0.0167936914797338;1.00616826868448e-05
0.91656646509979;1667.01883025701;;;;;0.91656646509979;1667.033332;1667.01883025701;0.0145017429920244;8.69913199313548e-06
0.92056400076583;1665.15366715683;;;;;0.92056400076583;1665.166769;1665.15366715683;0.0131018431675329;7.86818678552006e-06
0.924544027200542;1663.44131191657;;;;;0.924544027200542;1663.4527;1663.44131191657;0.0113880834333031;6.8460518494473e-06
0.928506385159294;1661.85841716272;;;;;0.928506385159294;1661.867743;1661.85841716272;0.00932583727831116;5.61166032471163e-06
0.932451074611752;1660.37792355822;;;;;0.932451074611752;1660.385654;1660.37792355822;0.0077304417789037;4.65581099203095e-06
0.936378095538437;1658.97420834648;;;;;0.936378095538437;1658.980923;1658.97420834648;0.00671465352365885;4.04745674321347e-06
0.940287129647342;1657.62099000955;;;;;0.940287129647342;1657.625996;1657.62099000955;0.00500599044721639;3.0199758324835e-06
0.944178495214498;1656.29417518288;;;;;0.944178495214498;1656.297829;1656.29417518288;0.00365381711753798;2.206014554607e-06
0.94805171483683;1654.97432723293;;;;;0.94805171483683;1654.976397;1654.97432723293;0.00206976707249851;1.25063238137438e-06
0.951906947588408;1653.645614311;;;;;0.951906947588408;1653.646096;1653.645614311;0.000481689002072017;2.91289051047363e-07
0.95574403428099;1652.29871623751;;;;;0.95574403428099;1652.298556;1652.29871623751;-0.000160237514137407;-9.6978547584839e-08
0.959562975053257;1650.92974194059;;;;;0.959562975053257;1650.928412;1650.92974194059;-0.00132994059140401;-8.05571326858969e-07
0.963363451354479;1649.53937450128;;;;;0.963363451354479;1649.53659;1649.53937450128;-0.00278450127939323;-1.68805062965789e-06
0.967145781685408;1648.13237261148;;;;;0.967145781685408;1648.128063;1648.13237261148;-0.00430961147958442;-2.61485231417021e-06
0.970909647702629;1646.71584037077;;;;;0.970909647702629;1646.711078;1646.71584037077;-0.0047623707666844;-2.89204999608583e-06
0.974655049262042;1645.29909635938;;;;;0.974655049262042;1645.2936;1645.29909635938;-0.00549635938114079;-3.34065566239411e-06
0.978381827290003;1643.89296471249;;;;;0.978381827290003;1643.885824;1643.89296471249;-0.00714071249080916;-4.3438007594919e-06
0.982090140973212;1642.50544820086;;;;;0.982090140973212;1642.4979;1642.50544820086;-0.00754820085921892;-4.59556195427642e-06
0.985779671944263;1641.1463757984;;;;;0.985779671944263;1641.137755;1641.1463757984;-0.00862079840135266;-5.25294014782608e-06
0.989450261059108;1639.82266997454;;;;;0.989450261059108;1639.813148;1639.82266997454;-0.00952197453739245;-5.80674362137292e-06
0.993102226587595;1638.54099518093;;;;;0.993102226587595;1638.530648;1638.54099518093;-0.0103471809316034;-6.31491449014591e-06
0.996735250306225;1637.30566393317;;;;;0.996735250306225;1637.294389;1637.30566393317;-0.0112749331701707;-6.88632004477644e-06
1.00034917276116;1636.12083558873;;;;;1.00034917276116;1636.108752;1636.12083558873;-0.012083588726;-7.3855657279682e-06
1.00394415355946;1634.98812755669;;;;;1.00394415355946;1634.975362;1634.98812755669;-0.0127655566943758;-7.80779759198344e-06
1.00752003325343;1633.91001061829;;;;;1.00752003325343;1633.896891;1633.91001061829;-0.0131196182910571;-8.02964884952286e-06
1.01107681139717;1632.88640740312;;;;;1.01107681139717;1632.872135;1632.88640740312;-0.0142724031163652;-8.74067406163756e-06
1.01461417044282;1631.91811012562;;;;;1.01461417044282;1631.902625;1631.91811012562;-0.0154851256183974;-9.48900098643902e-06
1.0181322693218;1631.00374553649;;;;;1.0181322693218;1630.987559;1631.00374553649;-0.0161865364943878;-9.92437766006763e-06
1.02163094918845;1630.14265355739;;;;;1.02163094918845;1630.125754;1630.14265355739;-0.0168995573947086;-1.03670268095823e-05
1.02511020896693;1629.33466199196;;;;;1.02511020896693;1629.316676;1629.33466199196;-0.0179859919560386;-1.10389786227405e-05
1.02857004924314;1628.57788095299;;;;;1.02857004924314;1628.55895;1628.57788095299;-0.0189309529948787;-1.16243584519177e-05
1.03201015257821;1627.87010413244;;;;;1.03201015257821;1627.851301;1627.87010413244;-0.0188031324380518;-1.15508906903848e-05
1.03543067676919;1627.21149534539;;;;;1.03543067676919;1627.191733;1627.21149534539;-0.0197623453861979;-1.21450625549595e-05
1.03883162234683;1626.59950480757;;;;;1.03883162234683;1626.579476;1626.59950480757;-0.0200288075670869;-1.23134515482396e-05
1.04221251146201;1626.03426425769;;;;;1.04221251146201;1626.013036;1626.03426425769;-0.021228257693565;-1.30554043685816e-05
1.04557382235529;1625.51276813406;;;;;1.04557382235529;1625.490739;1625.51276813406;-0.0220291340565382;-1.35522974865366e-05
1.04891507712188;1625.0337665944;;;;;1.04891507712188;1625.010678;1625.0337665944;-0.0230885943967678;-1.42082724189753e-05
1.05223643495815;1624.5959672708;;;;;1.05223643495815;1624.572549;1624.5959672708;-0.0234182708013577;-1.44150353985562e-05
1.05553773690276;1624.19789116885;;;;;1.05553773690276;1624.173978;1624.19789116885;-0.0239131688529142;-1.47232803731782e-05
1.0588188234;1623.83865748289;;;;;1.0588188234;1623.814167;1623.83865748289;-0.0244904828891777;-1.50820724359265e-05
1.06207985353569;1623.51725991315;;;;;1.06207985353569;1623.491572;1623.51725991315;-0.0256879131545702;-1.58226341285683e-05
1.06532066870854;1623.23104559865;;;;;1.06532066870854;1623.204925;1623.23104559865;-0.0261205986491859;-1.60919907566113e-05
1.06854126838208;1622.98040451271;;;;;1.06854126838208;1622.954002;1622.98040451271;-0.02640251270509;-1.62681829999825e-05
1.07174133452084;1622.76374848485;;;;;1.07174133452084;1622.736504;1622.76374848485;-0.0272444848549185;-1.67892228884736e-05
1.07492118522337;1622.58007293508;;;;;1.07492118522337;1622.552387;1622.58007293508;-0.0276859350797167;-1.70631995006992e-05
1.07808050223973;1622.4284687597;;;;;1.07808050223973;1622.400448;1622.4284687597;-0.0280207597036224;-1.72711735491473e-05
1.08121928578377;1622.3080146165;;;;;1.08121928578377;1622.279151;1622.3080146165;-0.0288636165021217;-1.77920159328496e-05
1.08433753552048;1622.21763087384;;;;;1.08433753552048;1622.188245;1622.21763087384;-0.0293858738382369;-1.81149591786352e-05
1.08743509253851;1622.15670311976;;;;;1.08743509253851;1622.126625;1622.15670311976;-0.0300781197627202;-1.85423994028334e-05
1.0905119566594;1622.12382350904;;;;;1.0905119566594;1622.093522;1622.12382350904;-0.0303015090360077;-1.86804944505584e-05
1.09356796821699;1622.11932664223;;;;;1.09356796821699;1622.088786;1622.11932664223;-0.0305406422312444;-1.88279719919378e-05
1.09660328755109;1622.14146365795;;;;;1.09660328755109;1622.109692;1622.14146365795;-0.0317716579490934;-1.95866272828443e-05
1.09961775533231;1622.18949067241;;;;;1.09961775533231;1622.157855;1622.18949067241;-0.0316356724133584;-1.95022157158425e-05
1.10261121119043;1622.26333087926;;;;;1.10261121119043;1622.230975;1622.26333087926;-0.0323558792601943;-1.9945297407599e-05
1.10558365611981;1622.36233485498;;;;;1.10558365611981;1622.329862;1622.36233485498;-0.0324728549817337;-2.00161852052093e-05
1.10853508990219;1622.48552181381;;;;;1.10853508990219;1622.452148;1622.48552181381;-0.0333738138076569;-2.05699834345172e-05
1.11146535350755;1622.63213323937;;;;;1.11146535350755;1622.598334;1622.63213323937;-0.0337992393724562;-2.08303180548293e-05
1.11437444653861;1622.80221552129;;;;;1.11437444653861;1622.767858;1622.80221552129;-0.0343575212939413;-2.11721726706404e-05
1.11726252845727;1622.9939265934;;;;;1.11726252845727;1622.959628;1622.9939265934;-0.0342985934009903;-2.11333620437971e-05
1.12012912132449;1623.20803004776;;;;;1.12012912132449;1623.173161;1623.20803004776;-0.0348690477624132;-2.14820258246084e-05
1.12297454432082;1623.44328689546;;;;;1.12297454432082;1623.408358;1623.44328689546;-0.0349288954639633;-2.15157790039931e-05
1.1257984782953;1623.70010498421;;;;;1.1257984782953;1623.6644;1623.70010498421;-0.0357049842095876;-2.19903720310598e-05
