Parameter;Value;1-sigma errorCount;2-sigma errorCount;3-sigma errorCount;;s;I;Ifit;abwAbs;abwRel
0.276375619118697;3719.29750556643;;;;;0.276375619118697;3719.28507;3719.29750556643;-0.0124355664329414;-3.34353678163783e-06
0.277481730281062;3707.78046793685;;;;;0.277481730281062;3707.778077;3707.78046793685;-0.00239093684558611;-6.44843568286223e-07
0.278587523141543;3694.81844789185;;;;;0.278587523141543;3694.810311;3694.81844789185;-0.00813689184678879;-2.2022488739311e-06
0.279693315932238;3680.43541039593;;;;;0.279693315932238;3680.42088;3680.43541039593;-0.0145303959347984;-3.94802562222135e-06
0.280798631250504;3664.64591390434;;;;;0.280798631250504;3664.648856;3664.64591390434;0.00294209565709025;8.02831532487283e-07
0.281903946520918;3647.53105921969;;;;;0.281903946520918;3647.542791;3647.53105921969;0.0117317803083097;3.2163516593299e-06
0.2830089434962;3629.13053509749;;;;;0.2830089434962;3629.128612;3629.13053509749;-0.00192309748581465;-5.2990612662659e-07
0.284113622057803;3609.44684726726;;;;;0.284113622057803;3609.439417;3609.44684726726;-0.00743026725513118;-2.05856544374608e-06
0.285218141438538;3588.54837169562;;;;;0.285218141438538;3588.540881;3588.54837169562;-0.00749069562016302;-2.08739314071173e-06
0.28632250164668;3566.48868133331;;;;;0.28632250164668;3566.494977;3566.48868133331;0.00629566669249471;1.76522516731269e-06
0.287426702689712;3543.32894392474;;;;;0.287426702689712;3543.314176;3543.32894392474;-0.0147679247415908;-4.16782819926574e-06
0.288530585428026;3519.10863227516;;;;;0.288530585428026;3519.102619;3519.10863227516;-0.0060132751555102;-1.70875243110102e-06
0.289634308966938;3493.91722705846;;;;;0.289634308966938;3493.900513;3493.91722705846;-0.0167140584640038;-4.78378202293242e-06
0.290737714118951;3467.78612615457;;;;;0.290737714118951;3467.783898;3467.78612615457;-0.00222815457073011;-6.42529822003952e-07
0.291840960145752;3440.80871346761;;;;;0.291840960145752;3440.792547;3440.80871346761;-0.0161664676070359;-4.69847204857826e-06
0.292944046941276;3413.0169576799;;;;;0.292944046941276;3413.002896;3413.0169576799;-0.0140616798994415;-4.12003163428945e-06
0.294046815412387;3384.51247724325;;;;;0.294046815412387;3384.494732;3384.51247724325;-0.0177452432526479;-5.24309968187237e-06
0.295149424723033;3355.35396590826;;;;;0.295149424723033;3355.329809;3355.35396590826;-0.0241569082572823;-7.1995629736565e-06
0.296251715733432;3325.60781541412;;;;;0.296251715733432;3325.572877;3325.60781541412;-0.0349384141227347;-1.05059836049218e-05
0.297353847431692;3295.33592806575;;;;;0.297353847431692;3295.30731;3295.33592806575;-0.0286180657485602;-8.68449071857889e-06
0.298455820039071;3264.59779087695;;;;;0.298455820039071;3264.578714;3264.59779087695;-0.0190768769452916;-5.84359533543524e-06
0.299557474291597;3233.49825047838;;;;;0.299557474291597;3233.464864;3233.49825047838;-0.0333864783765421;-1.03252949330771e-05
0.300658969408226;3202.06413103898;;;;;0.300658969408226;3202.039955;3202.06413103898;-0.0241760389785668;-7.55019903509193e-06
0.301760146079812;3170.39451973447;;;;;0.301760146079812;3170.379116;3170.39451973447;-0.0154037344732387;-4.85864116234569e-06
0.302861163678511;3138.53086644102;;;;;0.302861163678511;3138.503327;3138.53086644102;-0.0275394410182344;-8.77470505808209e-06
0.303961862850487;3106.56253486009;;;;;0.303961862850487;3106.526748;3106.56253486009;-0.035786860085409;-1.15198943992511e-05
0.305062402900286;3074.51416010054;;;;;0.305062402900286;3074.485913;3074.51416010054;-0.0282471005389198;-9.18758496159672e-06
0.306162783713781;3042.50093755628;;;;;0.306162783713781;3042.476676;3042.50093755628;-0.0242615562810897;-7.97427847926408e-06
0.307262846256027;3010.51663690952;;;;;0.307262846256027;3010.50305;3010.51663690952;-0.0135869095170165;-4.51316915856188e-06
0.308362590292999;2978.68297720831;;;;;0.308362590292999;2978.650388;2978.68297720831;-0.0325892083092185;-1.09409309801881e-05
0.309462175322359;2946.97152786845;;;;;0.309462175322359;2946.978351;2946.97152786845;0.00682313155448355;2.31529748162834e-06
0.310561601117254;2915.52731253324;;;;;0.310561601117254;2915.500532;2915.52731253324;-0.026780533240526;-9.18556966345496e-06
0.311660708556435;2884.31650792516;;;;;0.311660708556435;2884.321786;2884.31650792516;0.00527807483649667;1.82991886068868e-06
0.312759497624586;2853.46336327024;;;;;0.312759497624586;2853.425336;2853.46336327024;-0.0380272702382172;-1.33268846247523e-05
0.313858127570402;2822.94372683463;;;;;0.313858127570402;2822.903097;2822.94372683463;-0.040629834626543;-1.43929257329881e-05
0.314956598274169;2792.81628138451;;;;;0.314956598274169;2792.78139;2792.81628138451;-0.0348913845073184;-1.24934177205035e-05
0.316054750640344;2763.11127502918;;;;;0.316054750640344;2763.094255;2763.11127502918;-0.0170200291768197;-6.15977147577243e-06
0.317152743811843;2733.87626585321;;;;;0.317152743811843;2733.874331;2733.87626585321;-0.00193485321278786;-7.07733047875732e-07
0.318250418761581;2705.14992837642;;;;;0.318250418761581;2705.136313;2705.14992837642;-0.0136153764224218;-5.03315724127867e-06
0.319347775252665;2676.94803628553;;;;;0.319347775252665;2676.91645;2676.94803628553;-0.0315862855341038;-1.17995036916837e-05
0.320444972540983;2649.26841949247;;;;;0.320444972540983;2649.254193;2649.26841949247;-0.0142264924675146;-5.36999903788191e-06
0.321542010721761;2622.17796845884;;;;;0.321542010721761;2622.172175;2622.17796845884;-0.00579345884398208;-2.20941206653681e-06
0.32263873046763;2595.66943559589;;;;;0.32263873046763;2595.663674;2595.66943559589;-0.00576159589263625;-2.21970047597016e-06
0.323735131979021;2569.78456384;;;;;0.323735131979021;2569.748622;2569.78456384;-0.0359418399998503;-1.39865198067028e-05
0.324831374257839;2544.50756614057;;;;;0.324831374257839;2544.476563;2544.50756614057;-0.0310031405715563;-1.21844865943677e-05
0.325927298191836;2519.85915265907;;;;;0.325927298191836;2519.827002;2519.85915265907;-0.0321506590657918;-1.27590739524077e-05
0.327023062929249;2495.8407455757;;;;;0.327023062929249;2495.829153;2495.8407455757;-0.0115925757008881;-4.64477934595554e-06
0.328118509318987;2472.47998558886;;;;;0.328118509318987;2472.454235;2472.47998558886;-0.0257505888639571;-1.04149911045602e-05
0.329213796545341;2449.75453543937;;;;;0.329213796545341;2449.7374;2449.75453543937;-0.0171354393683032;-6.99480661408982e-06
0.33030876541894;2427.68532075359;;;;;0.33030876541894;2427.672983;2427.68532075359;-0.012337753587417;-5.08213160249061e-06
0.33140341591829;2406.27824231382;;;;;0.33140341591829;2406.262109;2406.27824231382;-0.0161333138194095;-6.70472005483818e-06
0.332497907335551;2385.51270980631;;;;;0.332497907335551;2385.501975;2385.51270980631;-0.0107348063133941;-4.50001988088653e-06
0.333592080261076;2365.4115481226;;;;;0.333592080261076;2365.390708;2365.4115481226;-0.0208401225972921;-8.81043564042447e-06
0.33468609413098;2345.94252025317;;;;;0.33468609413098;2345.925758;2345.94252025317;-0.0167622531735105;-7.14526157375119e-06
0.33577978960816;2327.11028325677;;;;;0.33577978960816;2327.090813;2327.11028325677;-0.0194702567678178;-8.36677995506219e-06
0.336873166669146;2308.90566381631;;;;;0.336873166669146;2308.891702;2308.90566381631;-0.0139618163075284;-6.04697755872846e-06
0.337966384636804;2291.32599420379;;;;;0.337966384636804;2291.304229;2291.32599420379;-0.021765203785435;-9.49904578796769e-06
0.339059284174705;2274.34997406346;;;;;0.339059284174705;2274.336533;2274.34997406346;-0.0134410634645974;-5.9098832866514e-06
0.340152024638723;2257.96808374533;;;;;0.340152024638723;2257.960628;2257.96808374533;-0.00745574533129911;-3.30198199155628e-06
0.341244446656964;2242.18764789998;;;;;0.341244446656964;2242.183116;2242.18764789998;-0.00453189998052039;-2.02119976204494e-06
0.342336550422225;2226.98835854522;;;;;0.342336550422225;2226.985227;2226.98835854522;-0.00313154521563774;-1.40618140509908e-06
0.343428494956742;2212.34854445719;;;;;0.343428494956742;2212.340674;2212.34854445719;-0.00787045718698209;-3.55752496868034e-06
0.344520121109667;2198.24334494359;;;;;0.344520121109667;2198.236801;2198.24334494359;-0.00654394359480648;-2.97690566904784e-06
0.345611428963204;2184.68593993054;;;;;0.345611428963204;2184.683857;2184.68593993054;-0.00208293054265596;-9.53424238469099e-07
0.346702577641615;2171.65314386216;;;;;0.346702577641615;2171.646393;2171.65314386216;-0.00675086216142518;-3.10863784416544e-06
0.347793407888651;2159.11658835335;;;;;0.347793407888651;2159.124921;2159.11658835335;0.00833264665379829;3.85927028712124e-06
0.348884079077427;2147.07979354203;;;;;0.348884079077427;2147.07948;2147.07979354203;-0.000313542027924996;-1.46031868333535e-07
0.349974431809314;2135.52390361475;;;;;0.349974431809314;2135.525606;2135.52390361475;0.00170238525424793;7.97173889868089e-07
