Parameter;Value;;s;iObs(s);Fit
cno;0;;0.113071811873974;3791.754764;3791.72725716971
mu;8.00102972109837;;0.114199570884326;3758.087945;3758.06083964182
beta;3.0002650353918;;0.115327329955705;3725.681654;3725.6678994913
a3;3.49942791415141;;0.1164549298039;3694.406898;3694.32090092356
da3;0.604190732139897;;0.117582529670113;3664.092589;3664.0419321631
a3min;2.89523718201151;;0.118709970294594;3634.879179;3634.85566356323
sig3;0.300013970859877;;0.119837251849672;3606.431432;3606.56375239498
u3;0;;0.120964533425294;3579.011833;3579.06095915296
eta;0.870057878955463;;0.122091814929347;3552.586397;3552.55929161609
nu;4;;0.123218778035669;3526.837888;3526.82239021959
alpha;0.29997;;0.124345741275647;3501.915922;3501.92803881006
sig1;0.14999;;0.125472704443296;3477.733824;3477.69366737411
lcc;1.4118;;0.126599508368285;3454.252156;3454.27068390588
q;0;;0.127726153222398;3431.589196;3431.56204017872
dan;0;;0.128852798001098;3409.460862;3409.41243967467
k;922.814348252707;;0.129979283686833;3388.048712;3388.01283097223
const1;1774.29853484313;;0.131105769246878;3367.23972;3367.15388343411
const2;-0.0729393208768475;;0.132232095803505;3346.924067;3346.93317061243
g;0;;0.133358263077514;3327.164326;3327.20513670365
La;16.6683335000167;;0.134484430330948;3308.058094;3307.98284459768
lm;13.3346668000133;;0.135610279313921;3289.450833;3289.35931311573
kapa;0.25;;0.136736287425988;3271.30124;3271.38832342188
Nm;2.66677431050805;;0.137861977159211;3253.657009;3253.64326637528
N;3.00007819806591;;0.138987666905207;3236.454634;3236.49363766683
Lc;10.4985573909489;;0.140113356677289;3219.749635;3219.7571502078
kapc;0.12498391267852;;0.141238887261257;3203.453207;3203.52511556395
;;;0.142364258714782;3187.615982;3187.64945159801
;;;0.143489470870494;3171.131063;3171.14924157725
;;;0.14461452401106;3153.452564;3153.5017097849
;;;0.145739577021515;3136.256505;3136.2631543848
;;;0.146864630024656;3119.559024;3119.63551063191
;;;0.14798936476348;3103.430802;3103.45237097207
;;;0.149114099464821;3087.659911;3087.63773128441
;;;0.150238675036261;3072.366298;3072.40665833482
;;;0.151363250506901;3057.610466;3057.60485478701
;;;0.152487507747257;3043.171519;3043.13282369933
;;;0.153611764966984;3029.249901;3029.25481243906
;;;0.154735862912521;3015.674667;3015.64979425132
;;;0.155859960883342;3002.610668;3002.61216893458
;;;0.156983899770614;2989.857498;2989.87649261234
;;;0.15810767940509;2977.574134;2977.56711152504
;;;0.159231299842196;2965.590119;2965.66444933591
;;;0.16035476113724;2954.101508;2954.10319913264
;;;0.161478222503194;2942.931085;2942.967386828
;;;0.162601524577739;2932.231751;2932.29514827314
;;;0.163724667527806;2921.90515;2921.98452524188
;;;0.164847651407849;2912.005428;2911.99184107333
;;;0.165970635134742;2902.394271;2902.43514086731
;;;0.167093459751923;2893.23781;2893.21254295144
;;;0.16821612520082;2884.438532;2884.48975939892
;;;0.169338631422745;2876.089509;2876.09738159903
;;;0.170460978471111;2868.084551;2868.08496325658
;;;0.171583325507391;2860.468891;2860.50524612709
;;;0.172705354237383;2853.291932;2853.29393766276
;;;0.173827383023807;2846.501085;2846.58190975638
;;;0.174949252586402;2840.13272;2840.1184405278
;;;0.176071122122647;2834.123111;2834.13272390823
;;;0.177192673262706;2828.622308;2828.63613265314
;;;0.178314224441764;2823.428854;2823.50183107492
;;;0.179435457365942;2818.772822;2818.7760699547
;;;0.180556690168913;2814.502892;2814.56472631947
;;;0.181677763794497;2810.751451;2810.73843349108
;;;0.182798678293267;2807.436188;2807.42882364333
;;;0.183919433603499;2804.498373;2804.53823527939
;;;0.185040188988585;2802.122263;2802.11426029935
;;;0.186160625939746;2800.203447;2800.25124310952
;;;0.187281062912837;2798.768851;2798.8220963592
;;;0.188401181478974;2797.829232;2797.85941549139
;;;0.189521300124669;2797.42599;2797.38579949401
;;;0.190641259613451;2797.52955;2797.55229225916
;;;0.191761059881593;2798.159859;2798.16209577105
;;;0.192880700977079;2799.357457;2799.34000800804
;;;0.19400018283567;2801.07817;2801.10066724074
;;;0.195119505616708;2803.394416;2803.39818367105
;;;0.196238669143473;2806.243748;2806.27745932884
;;;0.197357832672223;2809.689171;2809.7034237772
;;;0.198476677921099;2813.740592;2813.7518024969
